id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1_1,labels_task1_2,labels_task1_3,split,cleaned_text,translated_text
101036,es,@MuratorePancho @SergioOPalazzo @La_Bancaria A mí se me caería la cara de vergüenza al mostrar eso como un logro. La inflación del indec es una mentira. Ganancias te come un 35%. La paritaria fue en mil cuotas sin retroactivo. No hay nada que festejar,6,"['Annotator_343', 'Annotator_344', 'Annotator_345', 'Annotator_346', 'Annotator_347', 'Annotator_348']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Portugal', 'Ireland', 'Italy', 'Spain']","['YES', 'NO', 'NO', 'NO', 'NO', 'NO']","['JUDGEMENTAL', '-', '-', '-', '-', '-']","[['STEREOTYPING-DOMINANCE'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,a mí se me caería la cara de vergüenza al mostrar eso como un logro. la inflación del indec es una mentira. ganancias te come un 35. la paritaria fue en mil cuotas sin retroactivo. no hay nada que festejar,I'd be embarrassed to show that as an achievement. Indec inflation is a lie. earnings eats you a 35. the parity was in a thousand installments without retroactive. there's nothing to celebrate.
101037,es,"Bancolombia con esas cuotas de manejo tan altas y vive caída, parce trateme serio @Bancolombia",6,"['Annotator_247', 'Annotator_248', 'Annotator_249', 'Annotator_250', 'Annotator_251', 'Annotator_252']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Doctorate', 'Master’s degree', 'Master’s degree', 'Bachelor’s degree']","['United States', 'Mexico', 'United States', 'Chile', 'Portugal', 'Portugal']","['NO', 'NO', 'YES', 'NO', 'NO', 'YES']","['-', '-', 'REPORTED', '-', '-', 'DIRECT']","[['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-'], ['-'], ['OBJECTIFICATION']]",TRAIN_ES,"bancolombia con esas cuotas de manejo tan altas y vive caída, parce trateme serio","Bancolombia with those high driving quotas and lives down, parce treat me seriously"
101038,es,"@garroedlp Soy abogada. Porque en cuotas, nuestro dinero cada vez vale menos, sino tenes abogado busca uno.",6,"['Annotator_217', 'Annotator_218', 'Annotator_219', 'Annotator_220', 'Annotator_221', 'Annotator_222']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['other', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Spain', 'Chile', 'United States', 'Mexico', 'Spain', 'Spain']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']","['-', '-', '-', '-', 'REPORTED', '-']","[['-'], ['-'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_ES,"soy abogada. porque en cuotas, nuestro dinero cada vez vale menos, sino tenes abogado busca uno.","I'm a lawyer, because in installments, our money is worth less and less if you don't have a lawyer looking for one."
101039,es,#ÁConurbada 👇🗣️Diputadas y diputados coinciden en que se debe garantizar la gratuidad de la educación y no condicionarla al cobro de cuotashttps://t.co/aTeO4tp4t8,6,"['Annotator_7', 'Annotator_8', 'Annotator_9', 'Annotator_10', 'Annotator_11', 'Annotator_12']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree']","['United Kingdom', 'Mexico', 'United States', 'Portugal', 'Chile', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,áconurbada diputadas y diputados coinciden en que se debe garantizar la gratuidad de la educación y no condicionarla al cobro de cuotas,Members of Parliament agree that education should be guaranteed free of charge and should not be conditional on the collection of contributions.
101040,es,"@LABANDADEL86 @ClubALoficial Todo bien; pero 30 o 50 mil socios sería ideal, siempre que las cuotas sean asequibles: 50 o 100 soles cada uno... imaginemos 250mil mensuales (S/.50 mens.) y con beneficios adicionales como preferencias en entradas entre otras cosas. Con cuotas bajas se podría lograr mucho.",6,"['Annotator_19', 'Annotator_20', 'Annotator_21', 'Annotator_22', 'Annotator_23', 'Annotator_24']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Doctorate', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Afghanistan', 'United States', 'Italy', 'Portugal', 'Chile']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,"todo bien pero 30 o 50 mil socios sería ideal, siempre que las cuotas sean asequibles 50 o 100 soles cada uno... imaginemos 250mil mensuales s.50 mens. y con beneficios adicionales como preferencias en entradas entre otras cosas. con cuotas bajas se podría lograr mucho.","All good but 30 or 50 thousand partners would be ideal, as long as the quotas are affordable 50 or 100 soles each... imagine 250 thousand s.50 mens. and with additional benefits like preferences in tickets among other things. with low quotas could be achieved much."
101041,es,"@CarlaCarrizoAR Asi es..tenemos q avanzar con la Democracia Paritaria!!!.Paridad real entodos los espacios delnzpider, de lad organizaciones, sindicatos  empresas!!! #PARIDAD REAL YA!",6,"['Annotator_235', 'Annotator_236', 'Annotator_237', 'Annotator_238', 'Annotator_239', 'Annotator_240']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Mexico', 'Mexico', 'Spain', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'YES', 'YES']","['-', '-', '-', '-', 'JUDGEMENTAL', 'JUDGEMENTAL']","[['-'], ['-'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']]",TRAIN_ES,"asi es..tenemos q avanzar con la democracia paritaria!!!.paridad real entodos los espacios delnzpider, de lad organizaciones, sindicatos empresas!!! paridad real ya!","That's right..we have to move forward with equal democracy!!!.real parity in all the spaces delnzpider, of lad organizations, unions companies!!! real parity now!"
101042,es,"Hoy se conmemoramos el 68 aniversario de las reformas constitucionales para la promulgación del #SufragioFemenino en México, nos queda mucho camino para consolidar una democracia paritaria, pero estamos en el camino.#JuntasXMéxico #VotoFemenino https://t.co/gi38HQqnkA",6,"['Annotator_175', 'Annotator_176', 'Annotator_177', 'Annotator_178', 'Annotator_179', 'Annotator_180']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Greece', 'Chile', 'Argentina', 'Portugal', 'Portugal', 'Portugal']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']","['-', '-', '-', '-', '-', 'JUDGEMENTAL']","[['-'], ['-'], ['-'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_ES,"hoy se conmemoramos el 68 aniversario de las reformas constitucionales para la promulgación del sufragiofemenino en méxico, nos queda mucho camino para consolidar una democracia paritaria, pero estamos en el camino.juntasxméxico votofemenino","Today we commemorate the 68th anniversary of the constitutional reforms for the promulgation of women's suffrage in Mexico, we have a long way to consolidate a joint democracy, but we are on the road."
101043,es,"“DEMOCRACIA PARITARIA” o PARASITARÍA?? Porque no hablan de los MÁS CAPACES, IDÓNEOS E ÍNTEGROS, sin distinción raza, religión, sexo??  increíble que perciban onerosos sueldos y partidas para propuestas inservibles! GARANTÍA DE QUE ES LA CUOTA PARITARIA?? Aburren https://t.co/Z52dJ7avHw",6,"['Annotator_337', 'Annotator_338', 'Annotator_339', 'Annotator_340', 'Annotator_341', 'Annotator_342']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Mexico', 'Venezuela', 'Spain', 'Mexico']","['NO', 'YES', 'YES', 'NO', 'YES', 'NO']","['-', 'DIRECT', 'JUDGEMENTAL', '-', 'DIRECT', '-']","[['-'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_ES,"democracia paritaria o parasitaría?? porque no hablan de los más capaces, idóneos e íntegros, sin distinción raza, religión, sexo?? increíble que perciban onerosos sueldos y partidas para propuestas inservibles! garantía de que es la cuota paritaria?? aburren","Parity democracy or parasitism??? because they do not speak of the most capable, suitable and integral, without distinction race, religion, sex??? incredible that they receive onerous salaries and departures for useless proposals! guarantee that it is the equal quota?? boring"
101044,es,Convencionales ingresan propuesta de norma por una Democracia Paritaria https://t.co/aBSRKdIogY #Antofagasta #Calama #Tocopilla,6,"['Annotator_145', 'Annotator_146', 'Annotator_147', 'Annotator_148', 'Annotator_149', 'Annotator_150']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['other', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Spain', 'Spain', 'Spain', 'Portugal']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,convencionales ingresan propuesta de norma por una democracia paritaria antofagasta calama tocopilla,conventional introduce proposal of norm for a joint democracy anthofagasta calama tocopilla
101045,es,!Defendamos los derechos de las mujeres!.No tienen que ser únicamente las mujeres quienes defiendan su derechos… ¿Ustedes que creen?Les comparto mi participación en la presentación del libro “Los riegos de la Democracia Paritaria”. Diva G.#CoyoacánIncluyente @giogutierrezag https://t.co/nsO5nVHxZf,6,"['Annotator_145', 'Annotator_146', 'Annotator_147', 'Annotator_148', 'Annotator_149', 'Annotator_150']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['other', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Spain', 'Spain', 'Spain', 'Portugal']","['NO', 'NO', 'NO', 'YES', 'YES', 'YES']","['-', '-', '-', 'JUDGEMENTAL', 'JUDGEMENTAL', 'JUDGEMENTAL']","[['-'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,!defendamos los derechos de las mujeres!.no tienen que ser únicamente las mujeres quienes defiendan su derechos ustedes que creen?les comparto mi participación en la presentación del libro los riegos de la democracia paritaria. diva g.coyoacánincluyente,Let's defend women's rights!.it doesn't have to be only women who defend their rights you who believe?I share my participation in the presentation of the book the risks of equal democracy. diva g.coyoacánincluding
101046,es,"400 personas, en nuestra mayoría mujeres decimos ¡Ni un paso atrás! Nos pronunciamos en contra de las reformas que atentan contra la democracia paritaria en Nuevo León #ParidadYa https://t.co/cntkGIjCdT",6,"['Annotator_25', 'Annotator_26', 'Annotator_27', 'Annotator_28', 'Annotator_29', 'Annotator_30']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Multiracial', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent']","['United Kingdom', 'Mexico', 'Poland', 'Spain', 'Portugal', 'Portugal']","['YES', 'NO', 'NO', 'NO', 'YES', 'YES']","['DIRECT', '-', '-', '-', 'REPORTED', 'REPORTED']","[['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY']]",TRAIN_ES,"400 personas, en nuestra mayoría mujeres decimos ni un paso atrás! nos pronunciamos en contra de las reformas que atentan contra la democracia paritaria en nuevo león paridadya","400 people, most of us women say not a step back! we speak out against reforms that attack parity democracy in new parity lion"
101047,es,"📣👩‍💻🟣Agendá el último webinario del ciclo ""Hacia una democracia paritaria en #Uruguay"" de @ONUMujeres📆 06/09⏰ 16 a 18 hs 🇺🇾Registro👉 https://t.co/x94kuMoS6u o en vivo por fanpage de ONU Mujeres#Paridad #MásMujeresMejorDemocracia #DemocraciaParitaria #IgualdadDeGénero https://t.co/KX7nAXuWMm",6,"['Annotator_271', 'Annotator_272', 'Annotator_273', 'Annotator_274', 'Annotator_275', 'Annotator_276']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Puerto Rico', 'El Salvador', 'Portugal', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,agendá el último webinario del ciclo hacia una democracia paritaria en uruguay de 0609 16 a 18 hs registro o en vivo por fanpage de onu mujeresparidad másmujeresmejordemocracia democraciaparitaria igualdaddegénero,the last webinar of the cycle towards a parity democracy in Uruguay from 0609 16 to 18 hs registration or live by fanpage of onu womenparity plus women better democracy democracy parity equality gender
101048,es,El Editorial | Acelerar la democracia paritaria https://t.co/hPYzUbXt9O https://t.co/12GJZci3JY,6,"['Annotator_271', 'Annotator_272', 'Annotator_273', 'Annotator_274', 'Annotator_275', 'Annotator_276']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Puerto Rico', 'El Salvador', 'Portugal', 'Mexico']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']","['-', 'JUDGEMENTAL', '-', '-', '-', '-']","[['-'], ['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,el editorial acelerar la democracia paritaria,the publishing house to accelerate parity democracy
101049,es,"Para saber más sobre la mujer como agente de cambio en una democracia paritaria, dale click al siguiente enlace de @amnistiahttps://t.co/2BQlnmH0Ds #MásMujeresMásDemocracia",6,"['Annotator_277', 'Annotator_278', 'Annotator_279', 'Annotator_280', 'Annotator_281', 'Annotator_282']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Venezuela', 'Portugal', 'Portugal', 'Portugal']","['YES', 'YES', 'NO', 'NO', 'YES', 'NO']","['DIRECT', 'JUDGEMENTAL', '-', '-', 'JUDGEMENTAL', '-']","[['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_ES,"para saber más sobre la mujer como agente de cambio en una democracia paritaria, dale click al siguiente enlace de másmujeresmásdemocracia","to learn more about women as agents of change in a joint democracy, click on the next link of more womenmore democracy"
